ruta_original,url,sha256,adquirido_utc,snapshot,redistribucion
data/source_archive/open_food_facts/7792052075169.json,https://world.openfoodfacts.org/api/v3.6/product/7792052075169.json,253db387eca8f481f6041cfaf085e2a0c07a95b922ffa485172d7e1c22e2d9f7,2026-09-06T23:00:15.704290+00:00,,ORIGINAL_EXCLUIDO_PROYECCION_DERIVADA
data/source_archive/open_food_facts/8000500391228.json,https://world.openfoodfacts.org/api/v3.6/product/8000500391228.json,541523ed87af4efb3ec302fab0b84715f2fe033aae8dbbdead2475d86083edb2,2026-09-06T23:00:21.039136+00:00,,ORIGINAL_EXCLUIDO_PROYECCION_DERIVADA
data/source_archive/open_food_facts/8002470031937.json,https://world.openfoodfacts.org/api/v3.6/product/8002470031937.json,5ed04ecae15a2bfd56b323e17f5ef6ad42d9f0885a52949aadc91d5404ab7a6b,2026-09-06T23:00:26.212094+00:00,,ORIGINAL_EXCLUIDO_PROYECCION_DERIVADA
data/source_archive/open_food_facts/8007066010075.json,https://world.openfoodfacts.org/api/v3.6/product/8007066010075.json,fc78047fdfa64c5f71cea854c5f5824a578090689a27c25ddf458287787fa181,2026-09-06T23:00:31.394592+00:00,,ORIGINAL_EXCLUIDO_PROYECCION_DERIVADA
data/source_archive/open_food_facts/8023678730606.json,https://world.openfoodfacts.org/api/v3.6/product/8023678730606.json,15b74364b490cf3d544d25263d3e844298f559beb9609bf0705a5f0524eedea1,2026-09-06T23:00:36.574979+00:00,,ORIGINAL_EXCLUIDO_PROYECCION_DERIVADA
data/source_archive/open_food_facts/8033976484743.json,https://world.openfoodfacts.org/api/v3.6/product/8033976484743.json,6eaaf4c6cc6995a83ef8a1ae669cb66891e3062d64cc31e86273100668253a16,2026-09-05T19:36:18.498253+00:00,,ORIGINAL_EXCLUIDO_PROYECCION_DERIVADA
data/source_archive/open_food_facts/8719200265578.json,https://world.openfoodfacts.org/api/v3.6/product/8719200265578.json,520aff3fa700c59840ef713438cf96ff94a460835c93e43168e3db4c8b5fe974,2026-09-06T23:00:41.742163+00:00,,ORIGINAL_EXCLUIDO_PROYECCION_DERIVADA
data/source_archive/open_food_facts/8801068091298.json,https://world.openfoodfacts.org/api/v3.6/product/8801068091298.json,41e4e80d87c039765cc7834e3e34110f27774aa20bbdac8d3825714212ca97fb,2026-09-06T23:00:47.010467+00:00,,ORIGINAL_EXCLUIDO_PROYECCION_DERIVADA
data/source_archive/open_food_facts/8901725015275.json,https://world.openfoodfacts.org/api/v3.6/product/8901725015275.json,b9763ef43d0755ccce4678810390c7e65c2023a87a47330d36cfac1181696c96,2026-09-06T23:00:52.328806+00:00,,ORIGINAL_EXCLUIDO_PROYECCION_DERIVADA
data/source_archive/open_food_facts/8994963002794.json,https://world.openfoodfacts.org/api/v3.6/product/8994963002794.json,9332144843295046c496966bc63cc3aafb0e92ce92419a80a49336cb5ca03215,2026-09-06T23:00:57.647805+00:00,,ORIGINAL_EXCLUIDO_PROYECCION_DERIVADA
data/source_archive/proofs/metadata/proof_1.json,https://prices.openfoodfacts.org/api/v1/proofs/1,ed4ac3816ec57380b354c1453b65e57903752df7c6462a8890b568102277ec64,2026-09-06T23:00:59.594359+00:00,,ORIGINAL_EXCLUIDO_PROYECCION_DERIVADA
data/source_archive/proofs/metadata/proof_100346.json,https://prices.openfoodfacts.org/api/v1/proofs/100346,2dc90251bc156f6ca586e21414bed2942c3386b42e9802de72afa54cbf51d6fc,2026-09-06T23:08:20.811826+00:00,,ORIGINAL_EXCLUIDO_PROYECCION_DERIVADA
data/source_archive/proofs/metadata/proof_109156.json,https://prices.openfoodfacts.org/api/v1/proofs/109156,a18825a321362721ad18d4b68657e4a2d57a39bec5e6285ba204ec70769364d2,2026-09-06T23:08:25.574199+00:00,,ORIGINAL_EXCLUIDO_PROYECCION_DERIVADA
data/source_archive/proofs/metadata/proof_110451.json,https://prices.openfoodfacts.org/api/v1/proofs/110451,7e9b79fc86376ee4729707bfdf0ef381a38e1e36328ca426d1914bc477f8939d,2026-09-06T23:08:30.117004+00:00,,ORIGINAL_EXCLUIDO_PROYECCION_DERIVADA
data/source_archive/proofs/metadata/proof_111168.json,https://prices.openfoodfacts.org/api/v1/proofs/111168,9478056bb3f37d2d660cd479038c84885cf9da788adfd1618dd0301e82026643,2026-09-06T23:08:34.590840+00:00,,ORIGINAL_EXCLUIDO_PROYECCION_DERIVADA
data/source_archive/proofs/metadata/proof_111929.json,https://prices.openfoodfacts.org/api/v1/proofs/111929,8bcf7327394d542e11b6e68bd7104d55d087763dcea23d3a6072b87065c786b0,2026-09-06T23:08:38.532234+00:00,,ORIGINAL_EXCLUIDO_PROYECCION_DERIVADA
data/source_archive/proofs/metadata/proof_113747.json,https://prices.openfoodfacts.org/api/v1/proofs/113747,8b8b86b5e93c793588e6fd2a555ae486025803ee735eefb20d361f90586f7137,2026-09-06T23:08:42.459783+00:00,,ORIGINAL_EXCLUIDO_PROYECCION_DERIVADA
