price_id,product_code,off_source_sha256,proof_id,proof_metadata_sha256,core_source_sha256
6123,3384110004736,aee7ee61aaef49ced717631d7a48fa451ee7cd589b946594674713c65a8a42a7,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
6124,3596710435791,6a9f96dcaf3d96f4bc272d1751371a8823df59a8e0244f9821a538d6ecc0602b,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
6190,3384110004736,aee7ee61aaef49ced717631d7a48fa451ee7cd589b946594674713c65a8a42a7,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
6381,3384110004736,aee7ee61aaef49ced717631d7a48fa451ee7cd589b946594674713c65a8a42a7,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
6522,3384110004736,aee7ee61aaef49ced717631d7a48fa451ee7cd589b946594674713c65a8a42a7,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
6557,3384110004736,aee7ee61aaef49ced717631d7a48fa451ee7cd589b946594674713c65a8a42a7,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
6563,3038359004544,1525ef9c4b93a3b937a69eaec8f574478094d6ae7f1cef983e3d35932dc3445a,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
6729,3038359004544,1525ef9c4b93a3b937a69eaec8f574478094d6ae7f1cef983e3d35932dc3445a,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
6780,3384110004736,aee7ee61aaef49ced717631d7a48fa451ee7cd589b946594674713c65a8a42a7,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
6923,3384110004736,aee7ee61aaef49ced717631d7a48fa451ee7cd589b946594674713c65a8a42a7,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
7054,3384110004736,aee7ee61aaef49ced717631d7a48fa451ee7cd589b946594674713c65a8a42a7,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
7104,3384110004736,aee7ee61aaef49ced717631d7a48fa451ee7cd589b946594674713c65a8a42a7,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
7237,3384110004736,aee7ee61aaef49ced717631d7a48fa451ee7cd589b946594674713c65a8a42a7,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
7273,3384110004736,aee7ee61aaef49ced717631d7a48fa451ee7cd589b946594674713c65a8a42a7,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
7316,3384110004736,aee7ee61aaef49ced717631d7a48fa451ee7cd589b946594674713c65a8a42a7,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
7548,3384110004736,aee7ee61aaef49ced717631d7a48fa451ee7cd589b946594674713c65a8a42a7,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
7626,3384110004736,aee7ee61aaef49ced717631d7a48fa451ee7cd589b946594674713c65a8a42a7,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
7751,3384110004736,aee7ee61aaef49ced717631d7a48fa451ee7cd589b946594674713c65a8a42a7,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
8029,3384110004736,aee7ee61aaef49ced717631d7a48fa451ee7cd589b946594674713c65a8a42a7,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
8989,3302740047312,c6e416d7690beab36142fe27c4cfe15cba0edd1a6291fa0004a1c84a22a7a8bb,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
10016,3038359004544,1525ef9c4b93a3b937a69eaec8f574478094d6ae7f1cef983e3d35932dc3445a,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
10187,3033491451652,4f4f349aabb1015eafbf3f0f76a06dc782c3b0cb841cf9095ed4cf9c1f2e1ec0,3070,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
12494,3760020507916,d9cea108ffaf5dd04b2e00df5ad1901015599cd34b55021ed1fc14aee7cff222,3214,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
12495,3760020507916,d9cea108ffaf5dd04b2e00df5ad1901015599cd34b55021ed1fc14aee7cff222,3214,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
12496,3760020507916,d9cea108ffaf5dd04b2e00df5ad1901015599cd34b55021ed1fc14aee7cff222,3214,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
12601,3456300014556,28163a9aa69ae9dc57a947e50ab8cfa93c424eb067341d182af5a868ba9d1823,3214,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
13309,5000112611878,f41cd3f2dade88d4268353353d5dbf52f2025a396d4f4a709efe3ac9ab99291f,3275,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
13959,7792052075169,253db387eca8f481f6041cfaf085e2a0c07a95b922ffa485172d7e1c22e2d9f7,3572,7207364b2e8462ff33fa4544c18643491b7abf35db31c8fd6953747cc540aae1,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
14122,5000112611878,f41cd3f2dade88d4268353353d5dbf52f2025a396d4f4a709efe3ac9ab99291f,3644,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
14135,3240931548135,b04956fb72164d0aa169caa42e9bfdbb13617cfbe2044d789ec498de0fa4d998,3650,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
14174,3423182102411,d0db609e5c045e822adffddf1c76db2d871627f5ea815751fcd0216e91ad4014,3658,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
14740,3019089042228,93fb7c44d4b195f9d413ab31e4a27740bd30a9145da7f06004d0449b96b9eadc,3797,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
14782,3165959213028,211e36bf2792ead092a9301b7f45bcdb8033e2dc0fc9a4c394665ad8fbd7fb7d,3797,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
14952,5000112611878,f41cd3f2dade88d4268353353d5dbf52f2025a396d4f4a709efe3ac9ab99291f,3816,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
15193,3256224255017,81b66f20413d062b6a7737d2826aca2311d95374ade3133be3ec7904307bce1c,3987,e82dede603d86f3a4ae1244ebb210ccc9444e681d4e56e4821aaf1f80499579b,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
15250,3266140053581,268db8cef48b91af093cc67326b7e1bf962d7ddb25b169dcb6d730d6c8618796,4012,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
16822,3412290023909,5be80ad8e7d2bced097cf2d67f047b42504ca05afb54346eda40e5496110d8e3,4367,95dc19e7388ccd62176f7765038c69ac056bb034c9c5bb73242b14a6a95804dc,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
17858,3770018078151,d3b2de87961cdb4eaa4161956fe1fcc83469f0fe7c6ee05e5f930f9de9c32413,4984,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
18314,8719200265578,520aff3fa700c59840ef713438cf96ff94a460835c93e43168e3db4c8b5fe974,5126,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
19660,4061464487482,a1723f3efe4248aaca50726c77ab9f516290e57ac2805d8457975849cf5dd788,5597,d0a5047e662db00d19bcb7018906d73bce45dd714eb3fa3f9c593db5407f1217,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
21794,3033491350795,a42b5e3e00b24cab9b5c2abab905e3136c816253190a5e911a7c1092dcc19d9d,5914,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
22660,3456300014556,28163a9aa69ae9dc57a947e50ab8cfa93c424eb067341d182af5a868ba9d1823,5914,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
22724,3123930711758,6e5801a73a0beaf7124302ab324b558e0d22794a5ad8e97b5d3c4c48ef89ff5f,5914,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
22725,3123930711758,6e5801a73a0beaf7124302ab324b558e0d22794a5ad8e97b5d3c4c48ef89ff5f,5914,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
22973,3123930711758,6e5801a73a0beaf7124302ab324b558e0d22794a5ad8e97b5d3c4c48ef89ff5f,5914,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
23059,3033491350795,a42b5e3e00b24cab9b5c2abab905e3136c816253190a5e911a7c1092dcc19d9d,5914,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
23140,3456300014556,28163a9aa69ae9dc57a947e50ab8cfa93c424eb067341d182af5a868ba9d1823,5914,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
26093,8719200265578,520aff3fa700c59840ef713438cf96ff94a460835c93e43168e3db4c8b5fe974,6521,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
28467,8719200265578,520aff3fa700c59840ef713438cf96ff94a460835c93e43168e3db4c8b5fe974,7377,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
28521,3038359004544,1525ef9c4b93a3b937a69eaec8f574478094d6ae7f1cef983e3d35932dc3445a,7392,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
30555,3560071264550,270682ecd33d1e580d2efd7ace247ca3319986fda2be8a41211e79187ac5d073,7953,3e2ecd9e9d3022a086a6f6b31ecd3f2c62b9346ea619f7d8bc0b70301fce7a8f,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
31473,4850002940974,062033c0fad973e7a275a9c41139ce22165e2111e2e3d1fb1f9bce682011046e,8257,aef3d924df7e1db2a3ad4900c01e8ff6e967a0b9fb3c0ae43c0c7bab3842bcc1,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
32222,8033976484743,6eaaf4c6cc6995a83ef8a1ae669cb66891e3062d64cc31e86273100668253a16,8428,6d933351a1c00e817292080a64cc84b789361676f2fd9193d437430135e323e7,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
33072,3273220530375,6ded435720592454a2d9667c61e7fdd74a5e134d1f4d2505a20e41f9f80fbf8d,8702,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
33086,3033491350795,a42b5e3e00b24cab9b5c2abab905e3136c816253190a5e911a7c1092dcc19d9d,8702,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
33757,8033976484743,6eaaf4c6cc6995a83ef8a1ae669cb66891e3062d64cc31e86273100668253a16,8820,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
33765,8033976484743,6eaaf4c6cc6995a83ef8a1ae669cb66891e3062d64cc31e86273100668253a16,8821,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
33783,8007066010075,fc78047fdfa64c5f71cea854c5f5824a578090689a27c25ddf458287787fa181,8826,82a511fa80926d2ae84f72578f749306c1ce2f28370c3960d178533fc21a3085,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
33784,8033976484743,6eaaf4c6cc6995a83ef8a1ae669cb66891e3062d64cc31e86273100668253a16,8826,82a511fa80926d2ae84f72578f749306c1ce2f28370c3960d178533fc21a3085,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
34186,8033976484743,6eaaf4c6cc6995a83ef8a1ae669cb66891e3062d64cc31e86273100668253a16,8937,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
37628,3038359004544,1525ef9c4b93a3b937a69eaec8f574478094d6ae7f1cef983e3d35932dc3445a,10051,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
38855,3045320517699,aafd046f21607968a416dd3ed65c6f362f3319d9a03fce139c23db77bed4e9f1,10964,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39518,3760020507916,d9cea108ffaf5dd04b2e00df5ad1901015599cd34b55021ed1fc14aee7cff222,11392,33253cf53cc35ffa21385cbbab1415b471818b46ce89276cb2b059ac864aa27f,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39552,4061464487482,a1723f3efe4248aaca50726c77ab9f516290e57ac2805d8457975849cf5dd788,11402,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39573,3500390010247,b8c4d0dc28df773eacb84b3b8e73410830a3f89b708e550e0ef3c9a9a4294f8f,11420,9214c76d6508806df1b4f59001a4b87fabb2c58589916a3c0bfacb901356483c,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39574,3266140053581,268db8cef48b91af093cc67326b7e1bf962d7ddb25b169dcb6d730d6c8618796,11420,9214c76d6508806df1b4f59001a4b87fabb2c58589916a3c0bfacb901356483c,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39610,3280220908073,97f68419ca95f141618ee9c358e714ca9267fd617f335a4e669723e0c85ceb00,11436,e5dcac6929cd06364b3acadc0a350628db195a477e6bb63dacbec08289744b48,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39622,3770014111777,32a912a44d6e223dfafb23196f02904fbe8ebf3ba34e10c30d44d9fe35794117,11448,0e5d1767107219d4bfd2fd48fea08198058b5470e536b811c3b152e91ad6eeb2,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39624,3250392404499,00d42f16781b7da919efea3ca74251a555a48ed4f339cdfc927f50840c6234a7,11450,670b620762f9e5dfeace0d1b2010b18fdb8492c8322b01842e22339d059c7cba,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39625,3220035229611,2d886b3652dcce1dc85336eb81d739ae10e498acf96c7600c57c78eb69bcf61f,11451,0ba0bed3ba889c264732fa931cfb1f12e33ec8a7452a98ce8a8b6bf16e69958b,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39626,3250392335137,474788863f569cdbd0815735a64b51ea4b043be12d00555ec96c2aff8fe00533,11452,61fbf5a8a82327c5812efbb74d9daf4a284bd796ec6a5a023e9cafccab176b0d,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39627,3250391980253,89bc1f82d0fb5c0176e88354cc2acd19a53c87a3289fd1bb1d9c9b4195de8cb4,11453,e849020d95781e7429e9ac4abf87b3a69391a570bc93b1482c23c539d6293409,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39630,3033491451652,4f4f349aabb1015eafbf3f0f76a06dc782c3b0cb841cf9095ed4cf9c1f2e1ec0,11456,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39632,3412290023909,5be80ad8e7d2bced097cf2d67f047b42504ca05afb54346eda40e5496110d8e3,11458,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39633,3250390523970,974c79f188174fc78eed4fe6939231a0865b3918a7a59bd68d73b9bbe9b3887f,11459,503a36a33e5aaaaa3ec497bfc04b6a0223be83c8fbeb012cf035c7237f246ffe,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39634,3023260027607,3eac23547f8e3047f8416fa80c7936a359b0788079a3551c2fbc7c308e4f9a07,11460,5fd38140959b98caa5425a99bb3c57bf795c07968b0a778ae6a01376719ca899,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39636,0290054000006,db5b35e819a099b822960ad463bf2ed980ae35aa55aece015834db67356a0d84,11462,919096275d7ecd18516cd98aa27d09c4b427f44fa04789bfb7cd769e1310f4a5,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39637,3123930711758,6e5801a73a0beaf7124302ab324b558e0d22794a5ad8e97b5d3c4c48ef89ff5f,11463,5f28f72e4ea8a214f252061dbf9f4dfbf6dac4970313ab09df8e54c67610d2c7,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39638,3220035570003,fe0d85b923ed8cc5ab0b4b170fb967f64a6c15175eec3023d52e0fe1559a1b2b,11464,d265578c121ceb1b7790fb2025f00862afd1856112fb8a81e83931d78483bb71,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39692,3250390523970,974c79f188174fc78eed4fe6939231a0865b3918a7a59bd68d73b9bbe9b3887f,11518,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39724,3240931548135,b04956fb72164d0aa169caa42e9bfdbb13617cfbe2044d789ec498de0fa4d998,11543,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39752,3456300014556,28163a9aa69ae9dc57a947e50ab8cfa93c424eb067341d182af5a868ba9d1823,11555,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
39753,3760020507916,d9cea108ffaf5dd04b2e00df5ad1901015599cd34b55021ed1fc14aee7cff222,11555,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
40987,3297760097969,4ca81216211f1bcee72fbec12aa048f20f553391238401e6a12b791653d2924c,11776,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
41843,3500390010247,b8c4d0dc28df773eacb84b3b8e73410830a3f89b708e550e0ef3c9a9a4294f8f,11974,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
42628,3273220530375,6ded435720592454a2d9667c61e7fdd74a5e134d1f4d2505a20e41f9f80fbf8d,12176,0348b89a3735c597bc339ed3fbdb491f81af48d53a56cc7b2adbbb2a2205a929,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
42629,3560070283484,24fd7006bec7ae662e98251226eb42439e6c7802223600ca61ccf96263d702be,12176,0348b89a3735c597bc339ed3fbdb491f81af48d53a56cc7b2adbbb2a2205a929,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
42630,3560070206469,106436df1ad8f8c78b20c27234f836affc256b833f79b363d0f5e26f12ddbc12,12176,0348b89a3735c597bc339ed3fbdb491f81af48d53a56cc7b2adbbb2a2205a929,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
43311,3760297370206,c4a8a73fa17261e7abaeb5ae79bfb2c1aa5dda9923620f65a19a7ddca62ca750,12358,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
44271,3770018078151,d3b2de87961cdb4eaa4161956fe1fcc83469f0fe7c6ee05e5f930f9de9c32413,13023,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
44766,3297760097969,4ca81216211f1bcee72fbec12aa048f20f553391238401e6a12b791653d2924c,13257,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
45351,8023678730606,15b74364b490cf3d544d25263d3e844298f559beb9609bf0705a5f0524eedea1,13415,12c3e5805fd7dcc6e22437567c42e106462c3b6083bdfb3172fecaee591a81a3,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
45956,8000500391228,541523ed87af4efb3ec302fab0b84715f2fe033aae8dbbdead2475d86083edb2,13546,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
46112,8033976484743,6eaaf4c6cc6995a83ef8a1ae669cb66891e3062d64cc31e86273100668253a16,13603,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
49129,3456300014556,28163a9aa69ae9dc57a947e50ab8cfa93c424eb067341d182af5a868ba9d1823,13728,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
52638,3242272981053,fcc59ea98d64c203ad1d9e0958086b8c4d79741d9fe17bbae4d0b561a39c5f92,13881,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
53006,8000500391228,541523ed87af4efb3ec302fab0b84715f2fe033aae8dbbdead2475d86083edb2,14017,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
53008,8000500391228,541523ed87af4efb3ec302fab0b84715f2fe033aae8dbbdead2475d86083edb2,14018,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
53216,8000500391228,541523ed87af4efb3ec302fab0b84715f2fe033aae8dbbdead2475d86083edb2,14059,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
54677,3019089042228,93fb7c44d4b195f9d413ab31e4a27740bd30a9145da7f06004d0449b96b9eadc,14496,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
55098,3560070206469,106436df1ad8f8c78b20c27234f836affc256b833f79b363d0f5e26f12ddbc12,14689,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
55100,3560070283484,24fd7006bec7ae662e98251226eb42439e6c7802223600ca61ccf96263d702be,14689,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
57317,3423182102411,d0db609e5c045e822adffddf1c76db2d871627f5ea815751fcd0216e91ad4014,14728,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
57452,3500390010247,b8c4d0dc28df773eacb84b3b8e73410830a3f89b708e550e0ef3c9a9a4294f8f,14728,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
57699,3760020507916,d9cea108ffaf5dd04b2e00df5ad1901015599cd34b55021ed1fc14aee7cff222,14728,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
59194,5000112611878,f41cd3f2dade88d4268353353d5dbf52f2025a396d4f4a709efe3ac9ab99291f,15108,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
59473,3165959213028,211e36bf2792ead092a9301b7f45bcdb8033e2dc0fc9a4c394665ad8fbd7fb7d,15189,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
60645,3560070283484,24fd7006bec7ae662e98251226eb42439e6c7802223600ca61ccf96263d702be,15747,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
60739,3266140053581,268db8cef48b91af093cc67326b7e1bf962d7ddb25b169dcb6d730d6c8618796,15714,,810cdd8a91f2858188f8b870b13949b83af65bd19b657f62a6e9386976e4d816
