price_id,proof_id,proof_type,price,currency
1004,,,2.540,EUR
1005,,,1.300,EUR
1006,,,5.100,EUR
1007,,,1.300,EUR
1008,,,2.540,EUR
1009,,,1.300,EUR
1010,,,5.100,EUR
1011,,,1.300,EUR
1012,,,2.390,EUR
1013,,,1.540,EUR
