price_id,price_type,product_code,category_tag,price,price_per,currency,date,location_id,proof_id,proof_type,country,city,qc_price_positive,qc_currency_present,qc_date_present,qc_date_not_future,qc_date_valid,qc_proof_present,qc_proof_visual,qc_product_identity,qc_core_eligible
10016,PRODUCT,3038359004544,,0.870,,EUR,2022-08-10,154,3070,GDPR_REQUEST,France,Belley,True,True,True,True,True,True,False,True,True
10187,PRODUCT,3033491451652,,2.210,,EUR,2022-10-27,154,3070,GDPR_REQUEST,France,Belley,True,True,True,True,True,True,False,True,True
12494,PRODUCT,3760020507916,,2.820,,EUR,2023-10-09,14,3214,GDPR_REQUEST,France,Grenoble,True,True,True,True,True,True,False,True,True
12495,PRODUCT,3760020507916,,2.820,,EUR,2023-10-09,14,3214,GDPR_REQUEST,France,Grenoble,True,True,True,True,True,True,False,True,True
12496,PRODUCT,3760020507916,,2.820,,EUR,2023-10-09,14,3214,GDPR_REQUEST,France,Grenoble,True,True,True,True,True,True,False,True,True
12601,PRODUCT,3456300014556,,2.650,,EUR,2022-09-08,3,3214,GDPR_REQUEST,France,Grenoble,True,True,True,True,True,True,False,True,True
13309,PRODUCT,5000112611878,,1.680,,EUR,2024-02-18,119,3275,PRICE_TAG,France,Mons-en-Barœul,True,True,True,True,True,True,False,True,True
13959,PRODUCT,7792052075169,,1600.000,,ARS,2024-02-18,191,3572,PRICE_TAG,Argentina,Buenos Aires,True,True,True,True,True,True,True,True,True
14122,PRODUCT,5000112611878,,1.890,,EUR,2024-02-27,197,3644,PRICE_TAG,France,Bosc-le-Hard,True,True,True,True,True,True,False,True,True
14135,PRODUCT,3240931548135,,3.990,,EUR,2024-02-27,194,3650,RECEIPT,France,Paris,True,True,True,True,True,True,False,True,True
14174,PRODUCT,3423182102411,,5.090,,EUR,2024-02-29,10,3658,PRICE_TAG,France,Grenoble,True,True,True,True,True,True,False,True,True
14740,PRODUCT,3019089042228,,2.500,,EUR,2024-03-06,3,3797,PRICE_TAG,France,Grenoble,True,True,True,True,True,True,False,True,True
14782,PRODUCT,3165959213028,,2.760,,EUR,2024-03-06,3,3797,PRICE_TAG,France,Grenoble,True,True,True,True,True,True,False,True,True
14952,PRODUCT,5000112611878,,2.800,,EUR,2024-03-07,230,3816,PRICE_TAG,France,Lille,True,True,True,True,True,True,False,True,True
15193,PRODUCT,3256224255017,,1.640,,EUR,2024-03-11,127,3987,RECEIPT,France,Veynes,True,True,True,True,True,True,True,True,True
15250,PRODUCT,3266140053581,,21.180,,EUR,2024-03-12,11,4012,PRICE_TAG,France,Grenoble,True,True,True,True,True,True,False,True,True
16822,PRODUCT,3412290023909,,1.960,,EUR,2024-03-21,275,4367,PRICE_TAG,France,Nantes,True,True,True,True,True,True,True,True,True
17858,PRODUCT,3770018078151,,3.390,,EUR,2024-04-06,121,4984,RECEIPT,France,Lyon,True,True,True,True,True,True,False,True,True
18314,PRODUCT,8719200265578,,3.500,,EUR,2024-04-15,342,5126,RECEIPT,United Kingdom,Hartlepool,True,True,True,True,True,True,False,True,True
19660,PRODUCT,4061464487482,,2.690,,EUR,2024-04-25,375,5597,PRICE_TAG,Deutschland,Strausberg,True,True,True,True,True,True,True,True,True
21794,PRODUCT,3033491350795,,1.600,,EUR,2023-07-01,401,5914,GDPR_REQUEST,France,Miribel,True,True,True,True,True,True,False,True,True
22660,PRODUCT,3456300014556,,2.490,,EUR,2022-10-21,401,5914,GDPR_REQUEST,France,Miribel,True,True,True,True,True,True,False,True,True
22724,PRODUCT,3123930711758,,3.050,,EUR,2022-10-06,401,5914,GDPR_REQUEST,France,Miribel,True,True,True,True,True,True,False,True,True
